url,url_id
/detail/prodej/byt/2+kk/ceske-budejovice-ceske-budejovice-7-stradonicka/432297036,432297036
/detail/prodej/byt/2+1/horazdovice-horazdovice-sumavska/1502889804,1502889804
/detail/prodej/byt/3+kk/ceske-budejovice-ceske-budejovice-2-ceske-vrbne/2609411148,2609411148
/detail/prodej/byt/2+kk/praha-kamyk-freiwaldova/498693196,498693196
/detail/prodej/byt/4+1/praha-nove-mesto-na-porici/174523468,174523468
/detail/prodej/byt/1+kk/praha-kamyk-papirnikova/1488548940,1488548940
/detail/prodej/byt/3+1/praha-nusle-jaromirova/3047703628,3047703628
/detail/prodej/byt/3+1/praha-krc-horackova/3067216972,3067216972
/detail/prodej/byt/4+kk/praha-letnany-frycovicka/3042255948,3042255948
/detail/prodej/byt/2+1/praha-malesice-karanska/1653294156,1653294156
/detail/prodej/byt/3+1/hradec-kralove-novy-hradec-kralove-u-strelnice/3333821516,3333821516
/detail/prodej/byt/2+kk/praha-modrany-zlochova/3517281356,3517281356
/detail/prodej/byt/2+1/vlasim-vlasim-komenskeho/3120649292,3120649292
/detail/prodej/byt/1+1/praha-smichov-pivovarska/3456980044,3456980044
/detail/prodej/byt/3+kk/podebrady-podebrady-v-vrchlickeho/2756596812,2756596812
/detail/prodej/byt/3+kk/praha-vysehrad-neklanova/1605152092,1605152092
/detail/prodej/byt/3+kk/praha-vysehrad-neklanova/3500977500,3500977500
/detail/prodej/byt/2+kk/praha-vysehrad-neklanova/433892700,433892700
/detail/prodej/byt/2+kk/praha-vysehrad-neklanova/1675406684,1675406684
/detail/prodej/byt/3+kk/praha-vysocany-novovysocanska/3877360716,3877360716
/detail/prodej/byt/3+1/praha-prosek-lovosicka/4184429644,4184429644
/detail/prodej/byt/2+1/praha-zizkov-biskupcova/1292715084,1292715084
/detail/prodej/byt/3+kk/praha-smichov-staropramenna/206263372,206263372
/detail/prodej/byt/3+kk/praha-smichov-u-blazenky/3598390348,3598390348
/detail/prodej/byt/3+kk/blansko--/3936806732,3936806732
/detail/prodej/byt/3+kk/praha-cakovice-marty-krasove/3490272332,3490272332
/detail/prodej/byt/2+1/brno-styrice-gallasova/3187426380,3187426380
/detail/prodej/byt/2+kk/kladno-krocehlavy-generala-selnera/3367457868,3367457868
/detail/prodej/byt/3+1/tachov-tachov-belojarska/252912716,252912716
/detail/prodej/byt/1+kk/hradec-kralove-kukleny-/1090688844,1090688844
/detail/prodej/byt/1+kk/prostejov--na-lukach/3713840972,3713840972
/detail/prodej/byt/4+1/praha-hlubocepy-voskovcova/599807052,599807052
/detail/prodej/byt/1+kk/praha-smichov-holubova/1808614476,1808614476
/detail/prodej/byt/3+kk/dolni-dobrouc-horni-dobrouc-/1429566540,1429566540
/detail/prodej/byt/3+kk/vrchlabi-horejsi-vrchlabi-/2079155276,2079155276
/detail/prodej/byt/2+kk/melnik-melnik-pod-vrchem/1200563276,1200563276
/detail/prodej/byt/2+1/dubi-dubi-sidliste-druzba/731534412,731534412
/detail/prodej/byt/3+1/praha-stodulky-za-luzinami/309216332,309216332
/detail/prodej/byt/4+1/praha-hlubocepy-lumieru/653218892,653218892
/detail/prodej/byt/2+kk/praha-hlubocepy-lumieru/4260320332,4260320332
/detail/prodej/byt/1+kk/praha-strizkov-decinska/1937794124,1937794124
/detail/prodej/byt/1+kk/lesna--/2850567244,2850567244
/detail/prodej/byt/1+kk/praha-strizkov-decinska/2852549708,2852549708
/detail/prodej/byt/1+kk/praha-strizkov-decinska/2881049676,2881049676
/detail/prodej/byt/1+kk/praha-strizkov-decinska/2920929100,2920929100
/detail/prodej/byt/4+kk/praha-stodulky-k-zahradkam/3686626380,3686626380
/detail/prodej/byt/1+kk/lesna--/3739759692,3739759692
/detail/prodej/byt/1+kk/lesna--/3783681100,3783681100
/detail/prodej/byt/4+kk/praha-stodulky-k-zahradkam/4189942860,4189942860
/detail/prodej/byt/1+kk/praha-kosire-naskove/3418729820,3418729820
/detail/prodej/byt/1+kk/praha-hostivar-vajdova/552784972,552784972
/detail/prodej/byt/4+kk/praha-nove-mesto-nekazanka/3660465228,3660465228
/detail/prodej/byt/4+kk/verovany--/871961676,871961676
/detail/prodej/byt/2+1/praha-nove-mesto-vladislavova/1054495820,1054495820
/detail/prodej/byt/1+kk/praha-nove-mesto-nekazanka/2458137676,2458137676
/detail/prodej/byt/3+kk/praha-dejvice-pod-juliskou/408171596,408171596
/detail/prodej/byt/1+kk/praha-dejvice-pod-juliskou/2462094412,2462094412
/detail/prodej/byt/2+kk/praha-dejvice-pod-juliskou/2772223052,2772223052
/detail/prodej/byt/2+kk/praha-dejvice-pod-juliskou/3503084620,3503084620
/detail/prodej/byt/3+kk/praha-dejvice-pod-juliskou/3660026956,3660026956
/detail/prodej/byt/4+kk/praha-dejvice-pod-juliskou/3704108108,3704108108
/detail/prodej/byt/3+1/znojmo-primetice-hornickova/1798583372,1798583372
/detail/prodej/byt/2+kk/velka-bites-velka-bites-u-stadionu/3261142092,3261142092
/detail/prodej/byt/2+kk/velka-bites-velka-bites-u-stadionu/1482757196,1482757196
/detail/prodej/byt/3+1/znojmo-znojmo-bezrucova/94897228,94897228
/detail/prodej/byt/3+1/hevlin-hevlin-/2847802444,2847802444
/detail/prodej/byt/3+kk/rajhrad-rajhrad-tovarni/431715404,431715404
/detail/prodej/byt/3+1/znojmo-znojmo-dukelskych-bojovniku/2108519500,2108519500
/detail/prodej/byt/3+1/znojmo-znojmo-rooseveltova/2690606156,2690606156
/detail/prodej/byt/1+kk/velka-bites-velka-bites-u-stadionu/706176076,706176076
/detail/prodej/byt/3+kk/drnholec-drnholec-hrusovanska/1184584780,1184584780
/detail/prodej/byt/2+kk/velka-bites-velka-bites-u-stadionu/714687564,714687564
/detail/prodej/byt/3+1/praha-bubenec-terronska/47989836,47989836
/detail/prodej/byt/5+kk/praha-stodulky-jindrova/761087052,761087052
/detail/prodej/byt/2+1/praha-vrsovice-28--pluku/3107148876,3107148876
/detail/prodej/byt/1+kk/kolin-kolin-ii-brezinova/1336960076,1336960076
/detail/prodej/byt/2+kk/praha-haje-emilie-hyblerove/2258658380,2258658380
/detail/prodej/byt/2+1/havlickuv-brod-havlickuv-brod-jiskrova/3734099020,3734099020
/detail/prodej/byt/3+kk/praha-zlicin-vestonicka/4074521676,4074521676
/detail/prodej/byt/3+kk/kladno-kladno-zadusni/714366044,714366044
/detail/prodej/byt/4+kk/kladno-kladno-zadusni/1268014172,1268014172
/detail/prodej/byt/2+kk/kladno-kladno-zadusni/1433095260,1433095260
/detail/prodej/byt/3+kk/kladno-kladno-zadusni/1902857308,1902857308
/detail/prodej/byt/3+kk/kladno-kladno-zadusni/3734264924,3734264924
/detail/prodej/byt/4+kk/kladno-kladno-zadusni/4204026972,4204026972
/detail/prodej/byt/3+kk/kladno-kladno-zadusni/865360988,865360988
/detail/prodej/byt/3+kk/kladno-kladno-zadusni/3432275036,3432275036
/detail/prodej/byt/2+kk/hradec-kralove-prazske-predmesti-jungmannova/1236169804,1236169804
/detail/prodej/byt/5+kk/brno-styrice-cerveny-kopec/3981141068,3981141068
/detail/prodej/byt/2+kk/praha-michle-tymlova/722035788,722035788
/detail/prodej/byt/2+kk/praha-michle-michelska/343807052,343807052
/detail/prodej/byt/3+kk/praha-jinonice-peroutkova/699335756,699335756
/detail/prodej/byt/2+kk/praha-jinonice-peroutkova/804783180,804783180
/detail/prodej/byt/2+kk/praha-chodov-klapalkova/2888893516,2888893516
/detail/prodej/byt/4+1/praha-modrany-revoluce/3646096460,3646096460
/detail/prodej/byt/4+kk/praha-vrsovice-kodanska/4111864908,4111864908
/detail/prodej/byt/3+1/praha-kobylisy-frydlantska/37303372,37303372
/detail/prodej/byt/2+kk/praha-zizkov-olgy-havlove/3499653212,3499653212
/detail/prodej/byt/3+1/praha-cerny-most-vasatkova/4025558604,4025558604
/detail/prodej/byt/3+1/praha-petrovice-frostova/1635899212,1635899212
/detail/prodej/byt/2+kk/praha-repy-bazovskeho/2715567180,2715567180
/detail/prodej/byt/1+kk/praha-chodov-bachova/1725711436,1725711436
/detail/prodej/byt/2+1/velke-svatonovice-markousovice-/1067342172,1067342172
/detail/prodej/byt/3+kk/praha-cerny-most-bryksova/712227164,712227164
/detail/prodej/byt/2+kk/praha-kamyk-ve-lhotce/2198943308,2198943308
/detail/prodej/byt/2+kk/praha-kbely-polaneckeho/890816332,890816332
/detail/prodej/byt/2+kk/praha-michle-tymlova/309834828,309834828
/detail/prodej/byt/1+kk/praha-vysocany-podebradska/89429068,89429068
/detail/prodej/byt/1+kk/praha-repy-laudova/2528298060,2528298060
/detail/prodej/byt/2+kk/praha-repy-laudova/296928332,296928332
/detail/prodej/byt/1+kk/praha-letnany-skrabkovych/2780460108,2780460108
/detail/prodej/byt/1+1/praha-haje-brechtova/828618572,828618572
/detail/prodej/byt/2+kk/praha-stodulky-zazvorkova/3854488652,3854488652
/detail/prodej/byt/3+kk/praha-zizkov-olgy-havlove/1714246732,1714246732
/detail/prodej/byt/3+1/kostelec-nad-cernymi-lesy-kostelec-nad-cernymi-lesy-dvouletky/3604759628,3604759628
/detail/prodej/byt/1+kk/praha-bohnice-kostrinska/180664140,180664140
/detail/prodej/byt/3+1/libavske-udoli-libavske-udoli-/4009911372,4009911372
/detail/prodej/byt/3+kk/litomysl-litomysl-mesto-u-skolek/521946188,521946188
/detail/prodej/byt/2+1/kladno-kladno-jizni/853890124,853890124
/detail/prodej/byt/4+1/opava-kylesovice-17--listopadu/4125697100,4125697100
